0	1
1	1
2	1
3	4
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	2
14	1
15	2
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	3
45	1
46	1
47	1
48	1
49	1
50	3
51	2
52	2
53	2
54	3
55	3
56	3
57	1
58	1
59	1
60	3
61	4
62	2
63	4
64	5
65	2
66	2
67	1
68	1
69	2
70	2
71	2
72	1
73	1
74	1
75	1
76	2
77	1
78	1
79	2
80	3
81	1
82	1
83	1
84	1
85	2
86	1
87	3
88	6
89	6
90	6
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
100	1
101	1
102	3
103	5
104	3
105	3
106	3
107	6
108	5
109	8
110	6
111	6
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	4
123	4
124	4
125	4
126	4
127	4
128	1
129	1
130	1
131	1
132	1
133	1
134	1
135	1
136	1
137	1
138	2
139	2
140	2
141	2
142	4
143	8
144	10
145	1
146	1
147	1
148	1
149	3
150	10
151	4
152	4
153	4
154	1
155	3
156	3
157	3
158	3
159	3
160	4
161	4
162	4
163	4
164	4
165	5
166	4
167	4
168	5
169	4
170	1
171	1
172	10
173	10
174	2
175	2
176	2
177	2
178	1
179	1
180	1
181	10
182	1
183	8
184	10
185	2
186	3
187	4
188	4
189	6
190	6
191	6
192	2
193	2
194	2
195	1
196	1
197	1
198	2
199	1
200	1
201	1
202	1
203	1
204	1
205	1
206	4
207	4
208	4
209	3
210	3
211	3
212	3
213	6
214	6
215	6
216	1
217	1
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	1
230	1
231	1
232	1
233	1
234	1
235	1
236	1
237	1
238	1
239	1
240	1
241	6
242	6
243	6
244	6
245	6
246	6
247	6
248	6
249	6
250	1
251	2
252	13
253	13
254	13
255	1
256	1
257	1
258	1
259	1
260	3
261	4
262	2
263	1
264	1
265	1
266	5
267	5
268	7
269	6
270	5
271	0
272	7
273	7
274	7
275	6
276	6
277	6
278	6
279	6
280	6
281	7
282	7
283	1
284	1
285	1
286	1
287	2
288	2
289	2
290	2
291	2
292	2
293	2
294	2
295	2
296	2
297	2
298	3
299	3
300	3
301	3
302	3
303	3
304	3
305	3
306	3
307	3
308	3
309	3
310	6
311	6
312	6
313	6
314	6
315	6
316	6
317	6
318	6
319	6
320	6
321	6
322	6
323	6
324	6
325	6
326	6
327	12
328	12
329	12
330	12
331	12
332	13
333	0
334	8
335	9
336	0
337	2
338	1
339	1
340	1
341	1
342	1
343	1
344	1
345	1
346	1
347	1
348	1
349	2
350	2
351	4
352	4
353	2
354	2
355	2
356	1
357	4
358	2
359	2
360	10
361	10
362	10
363	11
364	11
365	12
366	10
367	10
368	10
369	10
370	2
371	6
372	6
373	6
374	1
375	8
376	11
377	4
378	3
379	1
380	4
381	0
382	7
383	7
384	7
385	11
386	11
387	1
388	1
389	12
390	1
391	1
392	1
393	1
394	1
395	1
396	7
397	7
398	7
399	7
400	7
401	1
402	7
403	3
404	7
405	8
406	10
407	10
408	10
409	10
410	8
411	9
412	10
413	8
414	9
415	10
416	8
417	9
418	10
419	7
420	7
421	7
422	1
423	1
424	1
425	1
426	0
427	9
428	9
429	4
430	2
431	2
432	2
433	2
434	4
435	4
436	1
437	1
438	1
439	2
440	1
441	1
442	1
443	12
444	12
445	2
446	2
447	2
448	4
449	4
450	4
451	8
452	8
453	8
454	7
455	7
456	12
457	7
458	7
459	7
460	6
461	6
462	1
463	1
464	1
465	1
466	3
467	3
468	4
469	1
470	1
471	1
472	1
473	1
474	1
475	1
476	3
477	3
478	1
479	2
480	5
481	5
482	5
483	5
484	1
485	1
486	1
487	1
488	1
489	3
490	1
491	3
492	4
493	4
494	1
495	3
496	0
497	1
498	1
499	15
500	1
501	1
502	1
503	1
504	1
505	15
506	0
507	0
508	13
509	13
510	13
511	15
512	15
513	4
514	4
515	4
516	1
517	1
518	1
519	1
520	1
521	15
522	8
523	8
524	6
525	7
526	1
527	1
528	1
529	1
530	1
531	2
532	5
533	1
534	5
535	2
536	2
537	2
538	2
539	2
540	2
541	7
542	7
543	7
544	1
545	1
546	1
547	1
548	7
549	5
550	5
551	3
552	5
553	5
554	1
555	1
556	5
557	5
558	5
559	5
560	2
561	2
562	6
563	6
564	2
565	3
566	2
567	5
568	2
569	2
570	2
571	4
572	4
573	4
574	8
575	8
576	8
577	5
578	1
579	1
580	3
581	7
582	1
583	4
584	4
585	4
586	4
587	6
588	6
589	5
590	2
591	8
592	2
593	7
594	7
595	7
596	1
597	7
598	9
599	9
600	7
601	5
602	5
603	4
604	4
605	4
606	0
607	1
608	1
609	1
610	1
611	1
612	0
613	0
614	0
615	0
616	0
617	0
618	6
619	1
620	1
621	4
622	1
623	13
624	13
625	13
626	13
627	13
628	1
629	1
630	1
631	3
632	3
633	0
634	1
635	1
636	4
637	5
638	1
639	1
640	1
641	1
642	1
643	4
644	3
645	2
646	2
647	2
648	2
649	2
650	1
651	1
652	1
653	6
654	6
655	2
656	2
657	1
658	1
659	1
660	1
661	1
662	0
663	1
664	1
665	1
666	0
667	0
668	1
669	3
670	4
671	4
672	4
673	1
674	1
675	1
676	1
677	1
678	1
679	3
680	4
681	5
682	6
683	6
684	1
685	1
686	2
687	4
688	4
689	1
690	1
691	2
692	3
693	5
694	2
695	3
696	5
697	4
698	4
699	4
700	4
701	4
702	4
703	4
704	4
705	4
706	4
707	4
708	4
709	4
710	4
711	4
712	4
713	4
714	4
715	4
716	4
717	4
718	4
719	1
720	5
721	5
722	2
723	5
724	4
725	3
726	3
727	2
728	4
729	4
730	4
731	4
732	4
733	4
734	4
735	4
736	4
737	4
738	4
739	1
740	3
741	0
742	1
743	6
744	6
745	6
746	6
747	6
748	12
749	1
750	1
751	1
752	2
753	2
754	2
755	2
756	2
757	2
758	2
759	1
760	8
761	0
762	0
763	4
764	4
765	4
766	6
767	6
768	6
769	1
770	1
771	2
772	5
773	12
774	12
775	1
776	4
777	8
778	1
779	4
780	8
781	1
782	4
783	8
784	1
785	4
786	8
787	1
788	4
789	8
790	1
791	4
792	8
793	1
794	4
795	8
796	1
797	4
798	8
799	1
800	4
801	8
802	1
803	4
804	8
805	1
806	4
807	8
808	1
809	4
810	8
811	1
812	4
813	8
