0	200
1	200
2	333
3	420
4	100
5	100
6	100
7	36
8	125
9	22998
10	100
11	100
12	100
13	389
14	104
15	250
16	100
17	104
18	100
19	172
20	100
21	100
22	104
23	285
24	290
25	3000
26	214
27	674
28	100
29	100
30	63
31	63
32	63
33	63
34	63
35	250
36	130
37	130
38	130
39	120
40	100
41	100
42	200
43	235
44	270
45	100
46	100
47	300
48	100
49	100
50	104
51	250
52	250
53	250
54	300
55	300
56	300
57	899
58	160
59	108
60	110
61	300
62	108
63	110
64	368
65	285
66	154
67	150
68	136
69	3900
70	168
71	172
72	100
73	2000
74	1800
75	63
76	300
77	1100
78	116
79	1282
80	1300
81	100
82	100
83	100
84	250
85	188
86	162
87	1399
88	18420
89	18810
90	17750
91	377
92	116
93	297
94	148
95	128
96	100
97	100
98	200
99	200
100	200
101	22672
102	300
103	273
104	399
105	3333
106	500
107	3335
108	247
109	1190
110	999
111	1500
112	800
113	1750
114	1990
115	6500
116	100
117	100
118	150
119	534
120	128
121	130
122	230
123	230
124	230
125	230
126	230
127	230
128	100
129	100
130	100
131	107
132	485
133	948
134	122
135	150
136	114
137	479
138	2990
139	200
140	200
141	150
142	7777
143	11395
144	999999998
145	63
146	100
147	130
148	150
149	497
150	999999998
151	230
152	230
153	230
154	100
155	700
156	2099
157	1700
158	580
159	795
160	1200
161	1500
162	1150
163	438
164	990
165	975
166	395
167	1000
168	1199
169	260
170	154
171	156
172	999999998
173	999999998
174	144
175	120
176	130
177	114
178	800
179	130
180	180
181	999999998
182	263
183	9999995
184	999999998
185	220
186	149
187	100
188	100
189	987654321
190	999999998
191	987654321
192	177
193	142
194	139
195	5440
196	100
197	100
198	325
199	130
200	130
201	130
202	130
203	130
204	131
205	500
206	230
207	230
208	230
209	1700
210	698
211	345
212	530
213	333333333
214	329220287
215	470320220
216	1700
217	1050
218	1050
219	1000
220	1247
221	1106
222	1349
223	1975
224	1199
225	1036
226	1111
227	1075
228	1700
229	5995
230	15942
231	1149
232	13500
233	15000
234	11500
235	1000
236	800
237	2320
238	1600
239	500
240	7849
241	24000
242	16970
243	4399
244	2000
245	6499
246	2000
247	7200
248	2899
249	4900
250	100
251	100
252	1500000
253	380000
254	720000
255	19
256	95
257	3000
258	237
259	100
260	120
261	350
262	49000
263	450
264	195000
265	130
266	2450
267	1900
268	1500
269	895
270	449
271	107475
272	699901
273	699000
274	10000000
275	180
276	740
277	680
278	990
279	745
280	700
281	44999
282	27900
283	250
284	300
285	200
286	150
287	778
288	780
289	500
290	700
291	498
292	500
293	600
294	325
295	750
296	200
297	960
298	2400
299	500
300	260
301	260
302	260
303	260
304	2345
305	260
306	2600
307	2190
308	3460
309	1700
310	3570
311	995
312	1000
313	2395
314	2200
315	1715
316	1700
317	3430
318	1265
319	3790
320	3755
321	1984
322	1949
323	2468
324	1949
325	1875
326	1300
327	3985
328	4000
329	4000
330	3985
331	3985
332	999999998
333	19568
334	200000000
335	188000000
336	1900
337	1000
338	499
339	777
340	132
341	168
342	168
343	168
344	100
345	3999
346	132
347	110
348	120
349	100
350	110
351	699
352	250
353	100
354	132
355	3100
356	128
357	160
358	100
359	110
360	170
361	744
362	146
363	475
364	1999
365	1400
366	170
367	2346
368	170
369	170
370	140
371	6198
372	7300
373	1496
374	100
375	1600
376	150
377	500
378	1000
379	1178
380	1850
381	175000
382	69740
383	37998
384	49901
385	2700
386	4343
387	132
388	9420
389	6200
390	100
391	240
392	200
393	2574
394	388
395	125
396	108
397	100
398	455
399	120
400	139
401	1337
402	6700
403	2900
404	4500
405	360
406	1700
407	170
408	950
409	170
410	4999
411	4900
412	7899
413	4499
414	4800
415	8072
416	5993
417	4650
418	7999
419	119
420	132
421	130
422	9600
423	8850
424	5774
425	5300
426	8150
427	180
428	180
429	49998
430	1975
431	990
